district,sector,latitude,longitude,soil_type,flood_count_5yr,flash_flood_count_5yr,riverine_flood_count_5yr,landslide_count_5yr,mudslide_count_5yr,drought_months_5yr,severe_storm_count_5yr,windstorm_count_5yr,hailstorm_count_5yr,lightning_strike_count_5yr,earthquake_count_5yr,forest_fire_count_5yr,epidemic_outbreak_count_5yr,casualties_5yr,displaced_people_5yr,damaged_buildings_5yr,damaged_crops_hectares_5yr,infrastructure_damage_count_5yr,annual_rainfall_mm,max_daily_rainfall_mm,dry_season_length_days,extreme_heat_days_per_year,extreme_rainfall_days_per_year,elevation_m,slope_degree,distance_to_water_km,soil_erosion_risk_index,vegetation_cover_percentage,population_density,infrastructure_index,emergency_resources_score,early_warning_systems_score,healthcare_access_score,poverty_index,historical_damage_usd
Kayonza,Murundi,-1.8172,30.505,Sandy clay,4,2,0,3,0,3,8,5,4,7,2,0,0,32,355,49,6,16,1100.0615716128211,102.81072407288138,126.89909689144702,22,16,1757.1158684412,9.81915426355846,3.019804308293338,42.141371163739365,69.92473171508908,461.8988286086816,45.92468154397356,60.43663267715001,48.28504641034988,71.78617400225143,37.975189987120444,80458.80528727199
Kayonza,Mwiri,-1.8561,30.5325,Clay,2,3,2,2,0,1,5,9,3,12,0,1,2,12,22,92,50,50,858.491107694354,75.61399336728935,108.55073303021075,19,26,1773.0824936728802,19.16068380858897,3.478031206754783,41.56749370167732,46.87677025900602,500.35790791918413,34.37631930207876,95.97408928845101,35.890042491707746,70.15914597869822,18.537130524418878,163202.05068648304
Kayonza,Ndego,-1.8367,30.5325,Sandy loam,6,4,4,2,2,0,8,0,1,0,3,0,0,5,267,17,168,28,779.3762954225227,59.86582981622808,108.31750820363368,22,22,1897.9472348840725,27.885192088560082,3.892098322654275,38.98707318685579,41.7518914479368,1326.9550502842164,35.20682728788488,54.286728485071386,42.201086961949926,89.40830033761542,26.002736142283194,22548.88615569564
Kayonza,Nyamirama,-1.8172,30.5325,Clay loam,0,1,3,0,0,2,2,2,2,10,1,0,2,25,751,122,103,71,481.8213980948021,92.56108609055497,166.21705381981013,48,8,1736.6964060910946,12.653182189253396,3.4768301592959543,67.00191964513556,76.25168766861891,909.3730251667188,60.38735165768975,84.9313311740682,40.949067475132935,75.17938580049137,48.63090268029804,54943.87857481504
Kayonza,Rukara,-1.8756,30.4775,Sandy clay,4,4,3,2,2,2,8,2,5,14,4,0,2,45,424,132,204,19,1095.207296486775,61.00415600330474,125.36285929926628,14,22,1886.990619450104,21.884950287122223,8.992984875982435,25.158572996732506,69.14585363584048,806.6852116062922,54.589457650168264,81.20557113461071,56.832095813504374,92.41680354511365,26.3551684343537,73932.6500935442
Kayonza,Ruramira,-1.8756,30.505,Clay,3,0,0,1,0,4,11,3,0,4,0,1,0,12,679,171,231,75,987.8815705493862,89.59822718331321,117.48702950466132,32,19,1894.6400023585122,13.33656382861464,2.479639200949501,31.314836229436214,34.99035253027827,711.1457592321899,47.34305148097193,42.35156114512152,52.70329949529854,85.68945534619704,32.97244545276331,51943.56754847552
Kayonza,Rwinkwavu,-1.8756,30.5325,Sandy loam,1,4,3,1,0,2,5,3,6,9,4,0,1,10,642,188,69,43,1128.7629403088324,84.93291578643253,116.62657999658572,10,22,1883.0327650218346,15.469867383599823,4.586834597341748,18.99326767740427,46.30315931733674,414.0287798796162,50.38229348102913,73.6718702649331,55.81158323970842,46.82716813816525,43.84104848357563,78729.72558277327
Kirehe,Gahara,-2.2506,30.65,Clay loam,3,4,1,3,1,3,6,8,3,3,1,0,2,31,560,90,232,39,680.0238393534644,117.40495186698888,117.73510096007395,37,11,2294.7676594490986,9.987649888582972,5.642638611524799,27.086468001594767,87.6961738689171,629.3224112593425,49.96026971176474,76.48933218385609,36.29915941588135,51.53102557455022,52.0844832208573,-25869.75234565203
Kirehe,Gatore,-2.2506,30.6775,Sandy clay,0,2,2,1,2,3,4,0,6,9,0,0,1,25,15,111,137,43,256.58147790245675,80.5427473422648,95.52174198340376,14,25,2214.973480777941,16.800620564373702,3.936806312209244,33.28633991886583,31.03076100237721,1207.8501101227505,81.2356889888055,37.685955819217426,52.71146089512478,52.21727823873414,24.33493906659757,85837.78688719978
Kirehe,Kigarama,-2.2311,30.65,Clay,2,0,1,3,1,1,4,1,6,2,3,0,1,42,933,168,163,66,806.8142018119311,42.45422717821907,108.24963168835578,43,9,2222.9396831449117,17.870029855172813,7.348047064811993,47.38134765140798,59.96299149938936,756.103987020298,71.22580346148764,54.86056052578482,48.095276744969944,65.09917274315721,41.71752528019977,-31280.161544188173
Kirehe,Kigina,-2.2311,30.6775,Sandy loam,4,4,4,5,0,0,3,6,2,11,2,0,2,10,382,58,368,27,564.6283268599027,84.9494325224906,85.6170793012391,38,11,2280.967819518263,8.718759761887984,4.016000898375225,33.8638824340529,94.95047205315342,1295.0077815015934,43.87633459796198,58.701135622551845,73.25217602372021,61.695116679656195,59.5118889099865,79053.87039230096
Kirehe,Kirehe,-2.2117,30.65,Clay loam,1,4,0,1,3,4,8,8,1,2,3,0,0,11,202,99,132,84,500.81099788616444,79.37440688355576,104.71637330210744,16,15,2176.3069529639533,16.38284976785964,3.141103153301411,11.717223713242255,95.79503324931953,761.7349996741231,34.938379560125,60.0988606583907,57.9000070501926,78.47748986364154,58.92927217093629,53842.03649624665
Kirehe,Mahama,-2.2117,30.6775,Sandy clay,4,0,1,2,0,2,2,7,3,14,2,0,0,20,828,156,26,6,1069.038418587861,71.45937168094356,90.88591312637371,32,19,2178.479437599647,18.869099789044792,8.74133729426001,38.292083528245875,56.6205086609679,1609.0881295357754,65.5742322620424,54.202695664251436,43.028521448175205,78.80890823104016,41.01937496872987,82277.18706387942
Kirehe,Mpanga,-2.2506,30.705,Clay,2,0,1,2,2,3,7,6,3,5,2,0,2,23,383,60,168,29,714.2999927208078,54.24857938496813,98.17199051132208,14,5,2259.1978621892604,19.43767264700452,3.6937635523481553,45.85001701851655,60.58138890625083,724.3787254810406,55.97449688295274,61.34535305978788,60.62896619939151,84.95841915928821,31.184342459100115,47369.09220779512
Kirehe,Musaza,-2.2311,30.705,Sandy loam,1,4,2,4,2,2,2,5,3,12,1,0,0,38,464,60,218,56,1000.5266735877061,27.082760892263998,95.37609577339065,23,28,2304.5981870528212,17.28183033368724,3.497112016508479,23.217753456941416,67.75442841033119,896.6470182180685,82.15856477989534,79.77479993556538,61.90229924549155,77.1733109648748,23.62421883325924,140487.18921485505
Kirehe,Mushikiri,-2.2117,30.705,Clay loam,2,1,0,4,2,2,6,0,4,3,3,0,2,2,810,77,156,58,301.00465929034453,108.91111790400514,117.83454762826008,14,8,2285.699394018988,14.265706673310088,5.287413651627117,41.46873773493973,37.44837001435489,932.5758794124664,41.84664561284709,45.87382330643091,91.36083158129878,72.42202759914227,54.117935654122,73143.64518056755
Kirehe,Nasho,-2.27,30.65,Sandy clay,2,2,0,4,3,1,2,1,2,5,1,0,2,36,427,122,303,12,960.4769730431075,118.82809818879092,97.32788599572416,19,22,2351.828502265062,13.59438779802742,6.1173232143605425,35.2029779951734,85.51841967086295,663.4141041725843,38.316436722601026,72.64358734738929,67.23383729659872,43.413003093368104,35.400289829312854,26268.516182813786
Kirehe,Nyamugali,-2.27,30.6775,Clay,4,0,2,1,1,2,2,2,5,13,4,0,0,25,218,197,224,87,814.4401489761004,118.0908806764315,114.73701382845618,29,21,2235.056119179554,15.907088365451212,7.186698067363657,31.2900032290717,31.796419691372183,1266.4781939316877,83.32497174773728,62.826824970830074,44.907541234707054,62.4059097500239,47.65722817676336,30931.30312945731
Kirehe,Nyarubuye,-2.27,30.705,Sandy loam,4,1,3,3,3,0,10,4,1,8,3,0,2,49,212,196,81,72,1105.1086769865647,44.75950194280478,118.39300704960621,24,27,2290.2745712502856,18.62773626324403,2.697742652355289,37.274509005019354,52.370568435742186,729.8947176337705,31.10906593335862,55.61653576766305,43.12105543287777,49.43817396662061,65.13032215304264,68146.66737774153
Ngoma,Gashanda,-2.1733,30.45,Clay loam,0,4,0,3,3,5,11,3,4,8,3,0,1,40,802,151,234,28,857.7211881397411,79.38454738575916,78.42556126462433,20,6,2198.109163733823,12.974656467150789,4.815598113710513,46.595905383552505,46.040028109962954,910.3961594844712,24.470789574456656,68.60158355107052,81.79222892209108,51.49488346508438,24.05878200893938,4094.780266513546
Ngoma,Jarama,-2.1733,30.4775,Sandy clay,3,1,1,2,0,1,9,3,1,0,1,0,2,5,926,146,337,59,1055.8866981769115,71.28792146738165,76.41006383970577,30,25,2147.7751102732086,20.314101383516146,7.301033038759621,29.13258095159513,85.95739588735289,1078.0117002354873,45.94823845037219,31.401308857180403,48.559912668130515,59.48963383470559,55.95416162924803,38810.403790929864
Ngoma,Karembo,-2.1539,30.45,Clay,0,0,0,3,1,6,5,7,6,9,0,0,1,17,345,185,134,25,311.0019524727355,93.44941846177257,126.780297050614,17,23,2096.797087718409,17.69424357055505,7.573410865662269,46.99713139013035,55.829561711518316,946.285442868286,64.9140322878616,0.4090497735406444,50.17637764235954,55.31952447705764,51.99993684697391,113182.72869203301
Ngoma,Kazo,-2.1539,30.4775,Sandy loam,1,2,2,0,1,1,8,1,5,2,4,0,2,28,498,4,353,48,798.4192986274144,91.61300289217706,100.11826278866079,39,19,2126.551433886306,10.379119301831526,6.690844895220056,36.52083484223792,29.663012042272143,903.1750201272916,58.66198947177577,74.25119474414933,52.668622783225324,64.94919036214425,19.72964111525863,107131.99375167381
Ngoma,Kibungo,-2.1344,30.45,Clay loam,0,3,3,3,0,2,5,7,2,0,4,0,0,19,872,94,13,17,919.5629018502201,72.67642502005316,93.16545776173075,27,27,2171.2165012821033,12.324209868293194,1.9076235557586707,32.09318059077692,75.36630860963437,712.9339814167054,57.716672293563335,68.8980554497461,44.38859671234681,56.44409301816843,38.49446861758306,113515.71097413407
Ngoma,Mugesera,-2.1344,30.4775,Sandy clay,4,2,2,0,2,3,5,3,1,0,3,0,0,11,677,66,2,73,750.9384658164378,82.1124865734954,116.48110843260024,11,20,2134.813918369321,14.20316792991972,5.391390901815868,-1.8409832277087048,20.24781609327043,1115.192525367926,27.953309143909742,52.203277814520895,53.53753631138408,77.67785102618217,35.030908666309855,169319.43376019842
Ngoma,Murama,-2.1733,30.505,Clay,3,0,2,0,0,2,0,5,3,7,2,0,0,4,507,196,206,0,833.831553413159,48.889116494787416,127.46183795002653,12,23,2211.0611379361562,14.467222754331749,3.333488749915779,54.30296477517483,39.09095658283588,1377.9382314913278,44.1705264506154,68.08491464080728,80.32417801332976,56.5361686383911,41.025464693498165,-44819.311629705335
Ngoma,Mutenderi,-2.1539,30.505,Sandy loam,0,0,0,5,0,1,9,1,6,10,4,0,2,7,591,49,366,8,678.810595177651,95.65620092603042,124.36867915841479,44,10,2132.64129925171,16.08787375251036,5.790235690447683,45.404881174066404,62.241325110422764,838.5216722513596,30.237423383937955,63.0474118715384,63.281900897711544,75.88889819019903,38.23506936592379,200968.58943378436
Ngoma,Remera,-2.1344,30.505,Clay loam,5,2,0,3,1,5,0,4,5,8,2,0,2,10,619,39,142,77,914.3132851645311,69.92418535875004,86.20906770507668,14,22,2130.9542264975476,12.749201674986756,2.816719412718293,40.55049554250272,81.94950540373196,1279.0413520809682,59.67144675121858,40.861956837970865,45.429182118785604,72.1600827428675,38.607652252188934,21587.224421848776
Ngoma,Rukira,-2.1928,30.45,Sandy clay,4,4,0,2,1,4,1,1,6,13,0,0,1,18,804,145,203,57,677.4306930278121,86.01664941025334,75.99808397291046,38,5,2158.8221735818775,17.30616378735515,4.98379542602194,40.7148423595947,38.951919673352855,1399.121492619794,52.25819657462498,87.16311614710968,63.82508250785249,66.81094130405185,35.83645849502985,107359.6905324236
Ngoma,Rukumberi,-2.1928,30.4775,Clay,3,0,1,1,2,1,3,9,1,10,4,0,2,11,582,20,248,67,1014.0055512730037,144.2357685229731,122.75387504025139,39,21,2263.1717900119083,20.40144925495991,3.7414441446912665,24.185768065933495,61.71909033194951,662.7055403858027,37.038478033484935,56.51709586976063,32.587371419317165,69.73003844560276,10.137568148427523,17923.096749014712
Ngoma,Rurenge,-2.1928,30.505,Sandy loam,7,1,0,5,1,0,4,5,2,8,0,0,0,15,301,179,355,27,913.6562705909157,69.87155296783926,67.50906983435942,46,22,2252.1228660290085,14.241905413985597,5.101326722981281,20.99931594140508,71.46149365424655,667.7468939183168,44.45370152580893,92.55913773797789,47.12177252566247,101.68282838771152,49.0668776915159,72223.2886942605
Ngoma,Sake,-2.2122,30.45,Clay loam,3,3,1,2,0,4,5,6,0,12,3,0,0,47,435,51,190,6,650.9141991657996,89.2580654191781,122.15311742875491,14,24,2197.459196615073,16.271213410955752,6.291252571316997,35.53194264763556,32.06743125813985,729.1643106823401,40.69258631397282,80.25338582334648,67.47045561150492,55.26898171539653,24.886133354987393,87448.86556921189
Ngoma,Zaza,-2.2122,30.4775,Sandy clay,0,4,2,3,0,4,7,5,0,8,4,0,0,1,115,78,4,1,755.9111109087852,61.901307112360755,71.4771564832902,13,26,2265.819470000869,14.405971636629406,5.582213612797297,30.876524120725588,96.85879580989777,914.8058404853078,41.10010025929738,75.51925194171315,58.60119957168713,91.16174148114065,37.0047244922436,108980.96057704414
Nyagatare,Gatunda,-1.4478,30.45,Clay loam,4,0,3,1,1,3,10,2,3,13,4,0,0,4,944,51,216,36,581.9335870607449,95.82357878854864,116.15280528422431,18,9,1438.8937044075142,10.317898874188405,5.40289241953048,17.205031918837236,28.420239356051965,491.2878337503271,61.876281685124404,57.997017856017195,56.83124204794187,66.49042650320044,35.384087603353116,116245.31264415012
Nyagatare,Karama,-1.4478,30.4775,Sandy clay,2,4,2,0,0,2,1,0,0,10,1,0,1,30,357,40,88,1,694.8500859608405,26.565012433726494,97.60060825477888,21,9,1375.8803132619983,14.591044569740356,5.596522697351076,20.500860527199094,65.49849370485356,454.5440115153824,43.95516188224824,102.52134178450646,35.74234513560302,84.20589850393506,49.5418395934989,29026.11978081188
Nyagatare,Katabagemu,-1.4283,30.45,Clay,0,2,0,2,0,6,5,7,2,13,3,1,1,47,185,118,8,22,1233.5022088834282,79.95225869137826,102.98799332471614,38,27,1434.4723475357966,17.166059929261564,1.2330538176930599,16.395396663476866,75.2669041098551,1302.7305143086726,50.54722789991381,105.23633356031715,35.28248409778325,90.0692892631276,44.23322215723126,758.6219521148014
Nyagatare,Karangazi,-1.4283,30.4775,Sandy loam,2,4,0,4,0,0,8,2,1,5,0,0,1,6,350,157,72,49,729.1675905978553,74.1690691828667,119.2361021313465,45,28,1365.5311073900127,14.111011162134826,5.943215802824765,7.066420037888967,36.02496915750333,662.9835648559131,35.17685340937759,77.09231471037492,49.994167451008444,40.18506729035225,9.812962053813635,18737.774587491578
Nyagatare,Kiyombe,-1.4089,30.45,Clay loam,0,1,0,4,1,2,1,0,3,9,1,0,2,6,730,50,79,79,1067.935738509168,70.48746021402685,93.7741949383503,42,11,1447.4121630742459,9.661142392887285,4.462637189127411,24.207416404993133,76.98785387990289,1339.0130509141475,36.13125462439933,35.932580489129435,33.49781312041492,63.87683923803113,52.91049974445558,117727.60557421036
Nyagatare,Matimba,-1.4089,30.4775,Sandy clay,6,0,1,2,0,2,1,4,0,9,2,0,0,41,820,105,226,78,671.1919209403959,113.43337349568313,91.17042300421319,37,16,1516.623216532485,9.394165471632585,5.690101025395598,21.62141252957071,20.644522866671984,1444.7212476578081,48.95644286683893,56.301127957691605,78.5188704855215,62.18398312922665,34.94729127650493,81576.03095386771
Nyagatare,Mimuri,-1.4478,30.505,Clay,4,1,2,3,2,2,0,6,1,9,3,0,0,26,797,54,56,51,932.3447558045384,13.129738950476039,141.07362254372305,23,29,1477.3048713478545,21.44076363425429,5.48971286318956,22.21215295353494,71.55773012155203,1187.0246135465686,59.961309046967166,57.926826835068745,42.19628431754589,73.49211182667935,5.0299847380420175,66097.48614540999
Nyagatare,Mukama,-1.4283,30.505,Sandy loam,6,5,4,1,3,2,11,3,2,2,0,0,1,27,182,11,12,69,614.8575411165466,71.41554703953673,108.12160536672681,26,25,1415.6267992503297,8.913557537128924,3.779865261259597,51.839998480847484,52.81932025544867,1039.6326366771373,50.606158038941416,61.51377650387403,63.08677829887682,66.87323172524016,30.01951875858834,98083.20476291495
Nyagatare,Musheri,-1.4089,30.505,Clay loam,3,3,3,3,0,2,3,1,3,12,0,0,1,32,431,56,221,36,867.5371051246669,56.317505199114194,115.50012210302363,38,23,1452.596156177254,21.045289300613483,3.540160509229116,42.04025534344625,59.780014984204854,1277.0564391397759,67.30846477355568,64.04036784224843,57.775070167116745,55.047795036429925,54.865934011179455,52013.11696336472
Nyagatare,Nyagatare,-1.4672,30.45,Sandy clay,3,4,3,4,0,0,2,9,5,2,4,0,0,33,228,177,195,77,746.6763610747363,110.63632506896016,111.18910606124888,15,5,1510.177233610481,17.64273956749713,5.596671591862102,39.74802586045659,50.43263174286935,895.6589767002112,56.154908019561645,58.85425244231504,48.27287439998484,68.18160865022082,33.759295433356975,87005.23022956023
Nyagatare,Rukomo,-1.4672,30.4775,Clay,4,1,0,3,1,4,9,8,3,9,0,0,0,43,558,113,218,77,915.288802059065,95.03420491620531,106.28889043936178,37,8,1497.8946984374609,7.396720101667814,2.874025307953284,5.586548837796727,43.2945933407795,975.1342136002057,69.52996470467627,41.577702154464035,44.2719329822988,51.5591301906138,64.28531007274388,82418.8742513962
Nyagatare,Rwempasha,-1.4672,30.505,Sandy loam,2,3,0,0,0,1,0,6,1,11,0,0,0,10,642,176,46,19,1025.247591490966,137.44370130944196,124.31917339946511,22,11,1442.7460196600164,17.767505670974483,5.812353437149703,49.31759382882372,50.32461703409679,958.929364770252,51.60180732260894,40.46540557756782,51.94258786470781,36.6291049970129,22.074165459143025,172867.12323372313
Nyagatare,Rwimiyaga,-1.4867,30.45,Clay loam,1,3,3,0,2,1,5,0,3,8,1,0,0,41,133,191,20,83,623.273003312985,99.9371615496262,163.05324621556977,27,29,1478.1379356502252,15.460422904660508,5.482530230883023,44.580275822081255,55.47056333709712,1252.7279773935759,38.629637302277544,52.481219973520936,68.0544003645861,63.46451377520971,36.6038260939544,24083.22847046578
Nyagatare,Tabagwe,-1.4867,30.4775,Sandy clay,3,3,0,2,0,1,0,9,0,4,2,0,2,22,940,90,137,33,654.7401453888554,113.24046667703979,137.0353666976783,48,11,1499.8192700858642,5.765571750568565,5.066477567230521,46.97561718680529,47.045062203118356,710.0211978201799,33.87948648592298,69.45375653390127,50.58785182065598,64.68303154224715,21.03093708063793,29933.6126439093
Rwamagana,Fumbwe,-1.9506,30.35,Clay loam,0,2,0,2,0,1,3,6,2,8,1,0,1,43,464,123,231,64,1009.7715127245724,71.13621052172704,89.66531195930177,25,28,1969.4741107158995,17.188940877567145,4.4094455262114245,0.06686301148188889,91.06262699325782,1236.6569048224364,77.28351499795812,45.028614371877964,55.82152067943206,72.37282153786401,18.70703440899529,69362.17167618078
Rwamagana,Gahengeri,-1.9506,30.3775,Sandy clay,2,2,3,1,0,1,10,5,2,14,1,0,1,42,641,143,69,71,1094.6861464563412,149.61012040546598,95.19767634154405,22,18,1904.5460432412033,15.207001617783954,4.509127757703207,29.597144553343607,58.19696449701711,1388.0157043723043,44.98159214825574,70.84463968387345,55.48455268745986,67.70031618658327,46.55828326033195,97692.01813991323
Rwamagana,Gishali,-1.9311,30.35,Clay,0,0,1,1,0,1,11,5,3,9,3,1,0,0,780,14,131,54,748.4889057652118,101.68419911183395,114.44143857716237,29,13,1913.5092497841895,13.063762692292464,5.959591137117541,16.899669183576812,57.20193998824717,1363.1000724757948,72.04063928439024,50.1286655710657,67.5695503193291,66.78091054229128,47.895598045862045,75018.14391129254
Rwamagana,Karenge,-1.9311,30.3775,Sandy loam,1,2,4,4,0,0,4,1,6,6,3,0,1,10,51,122,272,66,934.5755473608385,93.38617613702692,79.62401192746394,46,23,1864.53337665426,16.62023983186459,6.295257128458515,29.21507511778788,37.8885310101719,800.9048735157376,42.482731960827785,30.354836376110278,65.39688981539386,72.94020842462596,39.01010823609348,86880.98751970714
Rwamagana,Kigabiro,-1.9117,30.35,Clay loam,3,3,1,2,1,4,9,6,5,7,2,0,1,6,654,55,61,45,736.2771998162309,98.54428184751505,132.3262228245698,16,8,1903.7454470600455,15.861585908679888,3.6788537188942607,30.230178652810032,56.30088347360228,532.515440590123,49.20966680522171,37.26869355575132,34.94395749442167,65.84658554512528,49.73009622916572,-1356.635958864892
Rwamagana,Muhazi,-1.9117,30.3775,Sandy clay,2,3,3,2,0,4,8,9,5,6,3,0,1,16,937,80,18,9,662.7295517874488,86.70333742627614,99.96538596673017,49,6,1898.8659378744512,19.962321916602562,3.338706179248858,45.99290196545565,50.078416509430255,715.4280333169979,64.97226314579558,55.01651002497132,69.87815279635294,72.127610559164,11.237016694753105,154244.3001124824
Rwamagana,Munyaga,-1.9506,30.405,Clay,1,2,0,3,2,3,7,7,1,1,4,0,2,49,560,69,147,13,714.8006383596507,85.18881226894,115.23936950310329,41,8,1926.0295589377224,13.620983370801413,6.182334746312761,24.89590777001672,58.25892936373913,1067.497032398429,42.485883209083916,38.08088287597123,62.5810324214542,102.36675488777325,30.371986763757917,38834.964685030616
Rwamagana,Munyiginya,-1.9311,30.405,Sandy loam,1,5,0,0,3,2,7,8,3,1,0,0,0,39,931,150,267,70,703.8389346365971,60.47188365957025,98.93572261933073,38,25,1972.3832433045216,18.048708819127214,3.1552134892307873,80.72839214309461,88.50788761560949,1335.7673771884297,49.4376637252614,36.10519431542526,27.19206189275458,54.10452657156056,59.488355639572355,46969.6303410493
Rwamagana,Mwulire,-1.9117,30.405,Clay loam,0,3,0,3,1,1,7,4,4,9,2,0,1,2,687,159,55,56,814.7522496701581,129.89615135721905,71.6694234416195,11,19,1924.1567866326095,16.69612226944568,2.5246978855826447,28.11614189872763,63.1244376556925,618.9580742109047,57.088167397215194,30.733037096257995,63.58620277936311,95.70100348452524,46.54635241184462,68792.9495246496
Rwamagana,Nyakariro,-1.97,30.35,Sandy clay,6,1,2,2,3,1,9,7,0,12,1,0,0,32,310,186,142,90,1176.2108901166798,82.09061034901771,118.07712842953084,13,20,1984.5372375555546,19.778651270873954,3.986839769210617,38.13470634218828,45.14756021998714,864.7049690832791,64.26708265246444,90.97286300040606,61.65347894717417,53.06729697763271,29.642986322795952,106591.0219932459
Rwamagana,Nzige,-1.97,30.3775,Clay,3,1,0,1,2,4,4,3,6,6,1,0,0,28,189,108,200,4,1041.3593845240252,86.44500242045257,65.77787901873367,31,15,2018.4197311035684,11.625266254050374,4.71294684813109,49.175267093636535,68.26174479251692,917.3110356985987,41.60902479617154,50.651270545333105,67.38922237274681,58.12925752393001,19.35271419044121,-20839.298186458604
Rwamagana,Rubona,-1.97,30.405,Sandy loam,4,5,1,5,1,1,9,4,4,13,4,0,1,19,659,116,176,60,695.653176520545,151.79519634521006,139.6584877043965,29,6,1886.101771221669,7.507224579700999,8.51437830327219,45.967451645138965,92.56362360336243,683.5055797863628,69.1797975270133,56.57574763285361,53.01605125940679,49.45065891738637,38.32285593797702,88973.08947482878
Rwamagana,Rukara,-1.9894,30.35,Clay loam,1,1,3,1,2,5,5,6,0,3,3,0,2,1,547,55,73,37,1073.8351427920331,39.07040986698417,136.16295569113294,10,8,1942.9441501372814,14.16096733206607,3.6446004441843467,17.82971160607599,59.89215094554978,992.5421931783321,38.17653562015421,76.70866343481008,59.46685958088466,65.8304682349369,50.432925025821106,146418.31652460038
Rwamagana,Rweru,-1.9894,30.3775,Sandy clay,6,3,3,2,0,0,8,7,2,6,1,0,2,41,27,45,82,75,730.0147811587012,70.37735036044712,130.93539426315115,22,6,2018.6275260069942,12.991937952872236,5.454366098819564,30.017122279025383,81.77293239500708,572.018715121763,44.06450389694294,47.112030352385304,67.83651410345794,66.88668689807247,30.4628851040908,53036.693159645394
Burera,Bungwe,-1.4478,29.85,Clay loam,4,1,0,2,1,4,1,0,2,13,1,0,2,45,988,111,100,95,654.5824917513426,91.05395887990467,128.38663809925063,18,13,1429.7145376096803,30.50298251080141,5.383496771149082,46.90820905598751,45.78494485022517,796.8555333233323,56.752703109530344,93.80239287789055,42.6253014744443,65.71163492396731,32.48966141967981,153148.34717752895
Burera,Butaro,-1.4478,29.8775,Sandy clay,2,0,2,4,1,0,6,1,4,6,4,0,2,43,779,83,207,27,941.1344541890483,106.98838033514906,81.83116502910661,27,18,1479.2593907994813,11.639279890573754,4.79293050524312,49.85204572496262,57.34814580092583,798.0154232501386,36.992661820194144,37.56406331227237,53.61288381543186,55.97045769809338,47.67765615826172,64534.998982141085
Burera,Cyanika,-1.4283,29.85,Clay,2,1,2,2,0,5,0,4,5,0,2,0,0,2,257,53,243,65,706.3758896229147,111.06272370236583,122.0539629572369,42,5,1477.962531558968,15.5985981385665,5.147129631548044,20.223100702529557,51.17964154148532,800.7977475461361,52.73659962612098,62.880452365748894,66.71294613121977,40.36637328010556,29.94857382794634,1450.7533411827317
Burera,Cyeru,-1.4283,29.8775,Sandy loam,5,0,4,4,3,0,3,2,3,13,3,0,1,14,610,125,158,22,940.8642902394597,54.296880532082454,98.54915644459261,29,26,1429.0343449280895,12.542211578879199,7.127320447374112,44.847676665502426,36.064547666311924,566.1749457735818,55.29594800441355,48.78414722997263,60.66898816610476,47.58842025486396,36.35661362557152,105946.21810005614
Burera,Gahunga,-1.4089,29.85,Clay loam,4,3,0,4,1,4,11,4,0,12,4,1,2,6,586,15,288,46,754.6937057508328,146.52354082372142,111.07813398451908,15,16,1350.841045274463,13.25883957638939,2.4306431566228706,33.416386111498774,60.560418232346294,488.30432612246346,44.7932312584741,53.337270447352566,71.88521007780736,41.059144272881454,52.439768170492115,99436.70965267712
Burera,Gatebe,-1.4089,29.8775,Sandy clay,4,0,0,4,2,0,5,9,3,4,2,0,0,37,523,142,98,19,850.1075762556679,122.39856505644158,89.2823279031645,18,18,1403.6792772067336,15.741939574885606,8.007150639374764,13.806107525761494,71.6450198743341,716.3746742958062,43.402025539748195,46.010033692361134,49.04990943822396,44.866098471952505,56.58636561384657,169819.80809500112
Burera,Gitovu,-1.4478,29.905,Clay,1,2,1,0,0,2,11,0,6,5,4,0,2,6,880,77,150,88,665.5192298965668,77.7297458703527,120.85738116852768,20,13,1471.880164458258,15.07471159298123,3.7975411170731546,19.44345981797651,71.90120159197001,697.9666116172016,55.45787940613139,76.1344317214392,32.38197466130834,72.94096116870111,43.91819578408208,42308.73778561273
Burera,Kagogo,-1.4283,29.905,Sandy loam,0,0,0,0,3,1,11,4,2,2,0,0,2,43,184,195,284,85,882.1646888257378,65.12735027067751,139.06761658755565,49,22,1530.4667249541972,17.584764620762968,6.025973820930663,27.906223257972684,26.459872303155592,1611.8883623058987,37.04450069475983,77.12332241159802,72.94349716328622,54.63949041347941,36.30984563446969,71999.90227506138
Burera,Kinoni,-1.4089,29.905,Clay loam,2,3,3,3,0,2,9,1,3,5,2,0,1,3,84,192,198,78,791.3080036012357,94.04118787457125,94.9424607676212,23,24,1425.7372313716905,12.84187261186186,4.030152409917249,50.54387047395595,54.68875130103568,529.4646642424419,78.63047551865417,57.19445959972055,50.52804390930517,53.05354776014501,23.45689137718996,74762.24017853345
Burera,Kinyababa,-1.4672,29.85,Sandy clay,0,4,0,4,3,0,0,2,0,4,1,0,2,25,394,132,182,9,892.6797318364183,140.6069992533497,152.1892318856082,13,7,1500.2754169839602,16.009192228507782,5.86181000656337,36.40019822601979,29.503219564535677,1085.39544494095,31.81476972879873,87.94805418045628,49.55752171703234,62.393954160037126,32.85221130314306,42945.89319774002
